Unnamed: 0.1,Unnamed: 0,id,latitude,longitude,time,edge,speed,traj_future,angle,time1
122,122,3,1,1,14699,C,0.0,C,0.0,1-2
123,123,3,1,1,14819,C,0.0,C,0.0,1-2
124,124,3,1,1,14940,C,0.0,C,0.0,1-2
125,125,3,1,1,15060,C,0.0,C,0.0,1-2
126,126,3,1,1,15181,C,0.42511328,D,93.70270477,1-2
127,127,3,1,1,15301,D,0.0,D,0.0,1-2
128,128,3,1,1,15421,D,0.0,D,0.0,1-2
129,129,3,1,1,15542,D,0.0,D,0.0,1-2
130,130,3,1,1,15662,D,0.0,D,0.0,1-2
131,131,3,1,1,15783,D,0.0,D,0.0,1-2
132,132,3,1,1,15903,D,0.0,D,0.0,1-2
133,133,3,1,1,16024,D,0.0,D,0.0,1-2
134,134,3,1,1,16144,D,0.61141439,B,263.58325928,1-2
135,135,3,1,1,16265,B,0.0,B,0.0,1-2
136,136,3,1,1,16385,B,0.0,B,0.0,1-2
137,137,3,1,1,16506,B,0.0,B,0.0,1-2
138,138,3,1,1,16626,B,,,,1-2
