Unnamed: 0.1,Unnamed: 0,id,latitude,longitude,time,edge,speed,traj_future,angle,time1
199,199,5,1,1,23975,D,0,D,0,03-4
200,200,5,1,1,24095,D,0,D,0,03-4
201,201,5,1,1,24216,D,0,D,0,03-4
202,202,5,1,1,24336,D,0,D,0,03-4
203,203,5,1,1,24456,D,0,D,0,03-4
204,204,5,1,1,24577,D,0,D,0,03-4
205,205,5,1,1,24697,D,0,D,0,03-4
206,206,5,1,1,24818,D,0.67383907,C,188.043859,03-4
207,207,5,1,1,24938,C,0,C,0,03-4
208,208,5,1,1,25059,C,0,C,0,03-4
209,209,5,1,1,25179,C,0,C,0,03-4
210,210,5,1,1,25300,C,0,C,0,04-5
211,211,5,1,1,25420,C,0,C,0,04-5
212,212,5,1,1,25541,C,0,C,0,04-5
213,213,5,1,1,25661,C,0,C,0,04-5
214,214,5,1,1,25782,C,0.44308117,A,233.0631464,04-5
215,215,5,1,1,25902,A,0,A,0,04-5
216,216,5,1,1,26023,A,0,A,0,04-5
217,217,5,1,1,26143,A,0,A,0,04-5
218,218,5,1,1,26264,A,0,A,0,04-5
219,219,5,1,1,26384,A,0,A,0,04-5
220,220,5,1,1,26504,A,0,A,0,04-5
221,221,5,1,1,26625,A,0,A,0,04-5
222,222,5,1,1,26745,A,0.68073981,B,276.9778498,04-5
223,223,5,1,1,26866,B,0,B,0,04-5
224,224,5,1,1,26986,B,0,B,0,04-5
225,225,5,1,1,27107,B,0,B,0,04-5
226,226,5,1,1,27227,B,0,B,0,04-5
227,227,5,1,1,27348,B,0,B,0,04-5
228,228,5,1,1,27468,B,0,B,0,04-5
229,229,5,1,1,27589,B,0,B,0,04-5
230,230,5,1,1,27709,B,0.75180775,C,167.668903,04-5
231,231,5,1,1,27830,C,0,C,0,04-5
232,232,5,1,1,27950,C,0,C,0,04-5
233,233,5,1,1,28071,C,0,C,0,04-5
234,234,5,1,1,28191,C,0,C,0,04-5
235,235,5,1,1,28312,C,0,C,0,04-5
236,236,5,1,1,28432,C,0,C,0,04-5
237,237,5,1,1,28553,C,0,C,0,04-5
