Unnamed: 0.1,Unnamed: 0,id,latitude,longitude,time,edge,speed,traj_future,angle,time1
45,45,7,1,1,5421,D,0,D,0,11-10
46,46,7,1,1,5542,D,0.66668258,B,255.6183843,11-10
47,47,7,1,1,5662,B,0,B,0,11-10
48,48,7,1,1,5783,B,0,B,0,11-10
49,49,7,1,1,5903,B,0,B,0,11-10
50,50,7,1,1,6024,B,0,B,0,11-10
51,51,7,1,1,6144,B,0,B,0,11-10
52,52,7,1,1,6264,B,0,B,0,11-10
53,53,7,1,1,6385,B,0,B,0,11-10
54,54,7,1,1,6505,B,0.76163083,C,163.6806332,11-10
55,55,7,1,1,6626,C,0,C,0,11-10
56,56,7,1,1,6746,C,0,C,0,11-10
57,57,7,1,1,6867,C,0,C,0,11-10
58,58,7,1,1,6987,C,0,C,0,11-10
59,59,7,1,1,7108,C,0,C,0,11-10
60,60,7,1,1,7228,C,0,C,0,11-10
61,61,7,1,1,7349,C,0,C,0,11-10
62,62,7,1,1,7469,C,0.41780562,A,233.1506224,11-10
63,63,7,1,1,7590,A,0,A,0,11-10
64,64,7,1,1,7710,A,0,A,0,11-10
65,65,7,1,1,7831,A,0,A,0,11-10
66,66,7,1,1,7951,A,0,A,0,11-10
67,67,7,1,1,8071,A,0,A,0,11-10
68,68,7,1,1,8192,A,0,A,0,11-10
69,69,7,1,1,8312,A,0,A,0,11-10
70,70,7,1,1,8433,A,0.61702297,C,49.43995506,11-10
71,71,7,1,1,8553,C,0,C,0,11-10
72,72,7,1,1,8674,C,0,C,0,11-10
73,73,7,1,1,8794,C,0,C,0,11-10
74,74,7,1,1,8915,C,0,C,0,11-10
75,75,7,1,1,9035,C,0,C,0,11-10
76,76,7,1,1,9156,C,0,C,0,11-10
77,77,7,1,1,9276,C,0,C,0,11-10
78,78,7,1,1,9397,C,0.66281663,D,98.47711449,11-10
79,79,7,1,1,9517,D,0,D,0,11-10
80,80,7,1,1,9638,D,0,D,0,11-10
81,81,7,1,1,9758,D,0,D,0,11-10
82,82,7,1,1,9879,D,0,D,0,11-10
83,83,7,1,1,9999,D,0,D,0,11-10
84,84,7,1,1,10120,D,0,D,0,11-10
85,85,7,1,1,10240,D,0,D,0,11-10
86,86,7,1,1,10360,D,0.4894604,A,187.2360442,11-10
87,87,7,1,1,10481,A,0,A,0,11-10
88,88,7,1,1,10601,A,0,A,0,11-10
89,89,7,1,1,10722,A,0,A,0,11-10
90,90,7,1,1,10842,A,0,A,0,01-12
91,91,7,1,1,10963,A,0,A,0,01-12
92,92,7,1,1,11083,A,0,A,0,01-12
93,93,7,1,1,11204,A,0,A,0,01-12
94,94,7,1,1,11324,A,0.51441772,D,191.8306191,01-12
95,95,7,1,1,11445,D,0,D,0,01-12
96,96,7,1,1,11565,D,0,D,0,01-12
97,97,7,1,1,11686,D,0,D,0,01-12
98,98,7,1,1,11806,D,0,D,0,01-12
99,99,7,1,1,11926,D,0,D,0,01-12
100,100,7,1,1,12047,D,0,D,0,01-12
101,101,7,1,1,12167,D,0,D,0,01-12
102,102,7,1,1,12288,D,0.68886554,C,170.1217842,01-12
103,103,7,1,1,12408,C,0,C,0,01-12
104,104,7,1,1,12529,C,0,C,0,01-12
105,105,7,1,1,12649,C,0,C,0,01-12
106,106,7,1,1,12770,C,0,C,0,01-12
107,107,7,1,1,12890,C,0,C,0,01-12
108,108,7,1,1,13011,C,0,C,0,01-12
109,109,7,1,1,13131,C,0,C,0,01-12
110,110,7,1,1,13252,C,0.63016388,D,87.02859522,01-12
111,111,7,1,1,13372,D,0,D,0,01-12
112,112,7,1,1,13493,D,0,D,0,01-12
113,113,7,1,1,13613,D,0,D,0,01-12
114,114,7,1,1,13734,D,0,D,0,01-12
115,115,7,1,1,13854,D,0,D,0,01-12
116,116,7,1,1,13975,D,0,D,0,01-12
117,117,7,1,1,14095,D,0,D,0,01-12
118,118,7,1,1,14216,D,0.79673904,B,291.22967,01-12
119,119,7,1,1,14336,B,0,B,0,01-12
120,120,7,1,1,14456,B,0,B,0,02-1
121,121,7,1,1,14577,B,0,B,0,02-1
122,122,7,1,1,14697,B,0,B,0,02-1
123,123,7,1,1,14818,B,0,B,0,02-1
124,124,7,1,1,14938,B,0,B,0,02-1
125,125,7,1,1,15059,B,0,B,0,02-1
126,126,7,1,1,15179,B,0.57841434,A,61.09392872,02-1
127,127,7,1,1,15300,A,0,A,0,02-1
128,128,7,1,1,15420,A,0,A,0,02-1
129,129,7,1,1,15541,A,0,A,0,02-1
130,130,7,1,1,15661,A,0,A,0,02-1
131,131,7,1,1,15782,A,0,A,0,02-1
132,132,7,1,1,15902,A,0,A,0,02-1
133,133,7,1,1,16023,A,0,A,0,02-1
134,134,7,1,1,16143,A,0.7400212,B,260.1052675,02-1
135,135,7,1,1,16264,B,0,B,0,02-1
136,136,7,1,1,16384,B,0,B,0,02-1
137,137,7,1,1,16505,B,0,B,0,02-1
138,138,7,1,1,16625,B,0,B,0,02-1
139,139,7,1,1,16746,B,0,B,0,02-1
140,140,7,1,1,16866,B,0,B,0,02-1
141,141,7,1,1,16987,B,0,B,0,02-1
142,142,7,1,1,17107,B,0.6681991,C,174.6383759,02-1
143,143,7,1,1,17228,C,0,C,0,02-1
144,144,7,1,1,17348,C,0,C,0,02-1
145,145,7,1,1,17469,C,0,C,0,02-1
146,146,7,1,1,17589,C,0,C,0,02-1
147,147,7,1,1,17709,C,0,C,0,02-1
148,148,7,1,1,17830,C,0,C,0,02-1
149,149,7,1,1,17950,C,0,C,0,02-1
150,150,7,1,1,18071,C,0.4439533,D,85.33855127,03-2
151,151,7,1,1,18192,D,0,D,0,03-2
152,152,7,1,1,18312,D,0,D,0,03-2
153,153,7,1,1,18432,D,0,D,0,03-2
154,154,7,1,1,18553,D,0,D,0,03-2
155,155,7,1,1,18673,D,0,D,0,03-2
156,156,7,1,1,18794,D,0,D,0,03-2
157,157,7,1,1,18914,D,0,D,0,03-2
158,158,7,1,1,19035,D,0.66528122,C,172.1527807,03-2
159,159,7,1,1,19155,C,0,C,0,03-2
160,160,7,1,1,19276,C,0,C,0,03-2
161,161,7,1,1,19396,C,0,C,0,03-2
162,162,7,1,1,19517,C,0,C,0,03-2
163,163,7,1,1,19637,C,0,C,0,03-2
164,164,7,1,1,19758,C,0,C,0,03-2
165,165,7,1,1,19878,C,0,C,0,03-2
166,166,7,1,1,19999,C,0.58984725,D,86.87755288,03-2
167,167,7,1,1,20119,D,0,D,0,03-2
168,168,7,1,1,20240,D,0,D,0,03-2
169,169,7,1,1,20360,D,0,D,0,03-2
170,170,7,1,1,20481,D,0,D,0,03-2
171,171,7,1,1,20601,D,0,D,0,03-2
172,172,7,1,1,20722,D,0,D,0,03-2
173,173,7,1,1,20842,D,0,D,0,03-2
174,174,7,1,1,20963,D,0.48437761,A,178.1367606,03-2
175,175,7,1,1,21083,A,0,A,0,03-2
176,176,7,1,1,21204,A,0,A,0,03-2
177,177,7,1,1,21324,A,0,A,0,03-2
178,178,7,1,1,21445,A,0,A,0,03-2
179,179,7,1,1,21565,A,0,A,0,03-2
180,180,7,1,1,21686,A,0,A,0,04-3
181,181,7,1,1,21806,A,0,A,0,04-3
182,182,7,1,1,21926,A,0.7816475,B,255.2283044,04-3
183,183,7,1,1,22047,B,0,B,0,04-3
184,184,7,1,1,22167,B,0,B,0,04-3
185,185,7,1,1,22288,B,0,B,0,04-3
186,186,7,1,1,22408,B,0,B,0,04-3
187,187,7,1,1,22529,B,0,B,0,04-3
188,188,7,1,1,22649,B,0,B,0,04-3
189,189,7,1,1,22770,B,0,B,0,04-3
190,190,7,1,1,22890,B,0.88899601,D,79.11876848,04-3
191,191,7,1,1,23011,D,0,D,0,04-3
192,192,7,1,1,23131,D,0,D,0,04-3
193,193,7,1,1,23252,D,0,D,0,04-3
194,194,7,1,1,23372,D,0,D,0,04-3
195,195,7,1,1,23493,D,0,D,0,04-3
196,196,7,1,1,23613,D,0,D,0,04-3
197,197,7,1,1,23734,D,0,D,0,04-3
198,198,7,1,1,23854,D,0.63735486,B,276.8100252,04-3
199,199,7,1,1,23975,B,0,B,0,04-3
200,200,7,1,1,24095,B,0,B,0,04-3
201,201,7,1,1,24216,B,0,B,0,04-3
202,202,7,1,1,24336,B,0,B,0,04-3
203,203,7,1,1,24457,B,0,B,0,04-3
204,204,7,1,1,24577,B,0,B,0,04-3
205,205,7,1,1,24698,B,0,B,0,04-3
206,206,7,1,1,24818,B,0.44852467,A,78.12762542,04-3
207,207,7,1,1,24939,A,0,A,0,04-3
208,208,7,1,1,25059,A,0,A,0,04-3
209,209,7,1,1,25180,A,0,A,0,04-3
210,210,7,1,1,25300,A,0,A,0,05-4
211,211,7,1,1,25421,A,0,A,0,05-4
212,212,7,1,1,25541,A,0,A,0,05-4
213,213,7,1,1,25662,A,0,A,0,05-4
214,214,7,1,1,25782,A,1.00854127,C,51.3955457,05-4
215,215,7,1,1,25902,C,0,C,0,05-4
216,216,7,1,1,26023,C,0,C,0,05-4
217,217,7,1,1,26143,C,0,C,0,05-4
218,218,7,1,1,26264,C,0,C,0,05-4
219,219,7,1,1,26384,C,0,C,0,05-4
220,220,7,1,1,26505,C,0,C,0,05-4
221,221,7,1,1,26625,C,0,C,0,05-4
222,222,7,1,1,26746,C,0.5877943,D,92.03729927,05-4
223,223,7,1,1,26866,D,0,D,0,05-4
224,224,7,1,1,26987,D,0,D,0,05-4
225,225,7,1,1,27107,D,0,D,0,05-4
226,226,7,1,1,27228,D,0,D,0,05-4
227,227,7,1,1,27348,D,0,D,0,05-4
228,228,7,1,1,27469,D,0,D,0,05-4
229,229,7,1,1,27589,D,0,D,0,05-4
230,230,7,1,1,27709,D,0.50933164,A,175.8565246,05-4
231,231,7,1,1,27830,A,0,A,0,05-4
232,232,7,1,1,27950,A,0,A,0,05-4
233,233,7,1,1,28071,A,0,A,0,05-4
234,234,7,1,1,28191,A,0,A,0,05-4
235,235,7,1,1,28312,A,0,A,0,05-4
236,236,7,1,1,28432,A,0,A,0,05-4
237,237,7,1,1,28553,A,0,A,0,05-4
238,238,7,1,1,28673,A,0.48273767,D,197.0264499,05-4
239,239,7,1,1,28794,D,0,D,0,05-4
240,240,7,1,1,28914,D,0,D,0,05-4
241,241,7,1,1,29035,D,0,D,0,05-4
242,242,7,1,1,29155,D,0,D,0,05-4
243,243,7,1,1,29275,D,0,D,0,05-4
244,244,7,1,1,29396,D,,,,05-4
